event,station,time,phase,amplitude
126,V0303,2024-08-16 11:10:30.514182447,P,6.808298178986587e-05
94,V0702,2024-08-16 11:10:18.720100694,S,4.532242520013752e-05
181,V0305,2024-08-16 11:10:48.997147213,S,0.00012203199227652471
120,V0414,2024-08-16 11:10:26.828093072,P,0.00011689153474052193
119,V0506,2024-08-16 11:10:26.312788883,S,0.00047835927849349354
77,V0307,2024-08-16 11:10:13.407120480,P,0.00019770703111184063
208,V0109,2024-08-16 11:11:02.563931024,S,4.240832542840749e-05
0,V0407,2024-08-16 11:09:40.780814662,S,0.00023779217373391773
28,V0117,2024-08-16 11:09:51.656649608,P,0.00039507545851941996
129,V0810,2024-08-16 11:10:31.033907976,P,0.00012066236021180548
220,V0410,2024-08-16 11:11:05.254312390,S,0.00016931770351441894
204,V0104,2024-08-16 11:10:57.756397790,P,4.846511839404063e-05
185,V0109,2024-08-16 11:10:51.677505785,S,4.984418194080424e-05
142,V0504,2024-08-16 11:10:36.907699800,S,0.0002972988467368525
170,V0412,2024-08-16 11:10:45.391811976,P,0.00017109681437064097
290,V0309,2024-08-16 11:11:33.147061716,P,5.278235897808285e-05
56,V0109,2024-08-16 11:10:03.261668627,P,5.0756429495651785e-05
-1,V0505,2024-08-16 11:11:27.493274000,P,0.0002628541509130252
-1,V0812,2024-08-16 11:10:41.910326000,S,0.00038760083090637115
-1,V0102,2024-08-16 11:09:41.085743000,P,0.0003284130867682299
49,V0409,2024-08-16 11:10:01.533342424,S,3.285080872201598e-05
62,V0412,2024-08-16 11:10:07.316648054,P,0.0001208460770475774
-1,V0304,2024-08-16 11:11:14.841408000,S,6.149154453890985e-05
245,V0505,2024-08-16 11:11:14.755726407,P,0.0002955377837177562
264,V0109,2024-08-16 11:11:23.037864017,S,3.800283239606288e-05
195,V0309,2024-08-16 11:10:54.568788146,P,8.442032736873512e-05
-1,V0509,2024-08-16 11:10:18.386075000,S,0.00032885600480930734
-1,V0304,2024-08-16 11:11:24.597361000,P,0.00039877055899307037
206,V0309,2024-08-16 11:10:58.436482858,P,4.7578446950292366e-05
257,V0509,2024-08-16 11:11:21.116694662,S,3.696155184160825e-05
-1,V0104,2024-08-16 11:10:05.410821000,S,5.340725130289332e-05
85,V0409,2024-08-16 11:10:15.666148173,P,0.0002767139407812315
-1,V0305,2024-08-16 11:11:17.994959000,S,5.667119605980864e-05
90,V0807,2024-08-16 11:10:17.690886924,S,0.0001285071365526271
151,V0409,2024-08-16 11:10:39.613176735,P,0.00034203529000448085
-1,V0105,2024-08-16 11:11:29.612478000,P,0.00010187686915653097
-1,V0504,2024-08-16 11:10:10.886273000,S,0.0001388688548185353
110,V0811,2024-08-16 11:10:22.929076549,P,3.574167209554977e-05
299,V0510,2024-08-16 11:11:37.584508647,P,4.1358204222536424e-05
8,V0506,2024-08-16 11:09:44.332328282,P,0.00047417417364358384
142,V0414,2024-08-16 11:10:36.907707220,S,4.2212216517718964e-05
246,V0117,2024-08-16 11:11:16.714838058,P,0.0001275641753649528
82,V0306,2024-08-16 11:10:15.274146263,P,0.00010012491487527365
158,V0414,2024-08-16 11:10:41.147170328,P,4.3096444881010634e-05
133,V0807,2024-08-16 11:10:32.775107075,P,0.0003744593605251493
-1,V0306,2024-08-16 11:10:56.031986000,P,2.557571293089963e-05
62,V0302,2024-08-16 11:10:07.316646537,P,0.00015865420831756208
54,V0810,2024-08-16 11:10:02.555827162,P,8.395633573514446e-05
-1,V0303,2024-08-16 11:11:14.938976000,P,0.000247562414410103
-1,V0407,2024-08-16 11:11:16.434095000,P,3.297854186943287e-05
273,V0417,2024-08-16 11:11:28.719924690,P,3.458204509415192e-05
3,V0417,2024-08-16 11:09:41.559765061,S,5.0054391029160256e-05
20,V0417,2024-08-16 11:09:50.058091667,P,3.59071407664088e-05
248,V0509,2024-08-16 11:11:17.424542499,S,7.030276676614028e-05
26,V0809,2024-08-16 11:09:51.349541092,P,3.28741804632033e-05
43,V0808,2024-08-16 11:09:59.422151268,P,0.0002100533466132124
51,V0506,2024-08-16 11:10:01.808585320,S,5.516552910888062e-05
-1,V0702,2024-08-16 11:09:45.762657000,P,8.910801281122421e-05
62,V0508,2024-08-16 11:10:07.316655281,P,5.91857509975271e-05
150,V0414,2024-08-16 11:10:39.577182982,P,4.67187301452451e-05
200,V0308,2024-08-16 11:10:55.551088947,S,3.3492932483684395e-05
224,V0305,2024-08-16 11:11:06.746858596,S,0.00014943574771497268
107,V0305,2024-08-16 11:10:21.333701139,S,9.534229213540733e-05
-1,V0414,2024-08-16 11:11:35.718628000,P,0.0003653089037922049
22,V0303,2024-08-16 11:09:50.484745029,S,4.4385479882869434e-05
296,V0412,2024-08-16 11:11:36.729350796,S,3.5725538244298044e-05
283,V0408,2024-08-16 11:11:31.492909564,S,6.623925655502923e-05
117,V0811,2024-08-16 11:10:25.407591055,P,6.059816665434853e-05
14,V0410,2024-08-16 11:09:47.318164736,S,9.961603048763114e-05
153,V0402,2024-08-16 11:10:39.760303431,S,6.0285490652730836e-05
160,V0407,2024-08-16 11:10:42.642203052,P,0.00013722524043408477
202,V0505,2024-08-16 11:10:56.393638188,S,0.0001374811928570751
-1,V0303,2024-08-16 11:09:46.461530000,P,0.0002892391722635584
-1,V0812,2024-08-16 11:11:28.287570000,P,0.0003609076039935148
260,V0409,2024-08-16 11:11:21.653880605,P,0.0001887530480465968
-1,V0808,2024-08-16 11:10:01.275030000,S,3.567695816793497e-05
168,V0506,2024-08-16 11:10:45.052412375,P,4.811125600217265e-05
-1,V0408,2024-08-16 11:11:23.855342000,P,6.681082241671647e-05
232,V0510,2024-08-16 11:11:09.473328953,P,5.194829505879751e-05
96,V0309,2024-08-16 11:10:19.114578424,S,7.8037057000878e-05
125,V0410,2024-08-16 11:10:29.927147955,S,0.00046292298141645846
112,V0408,2024-08-16 11:10:24.102306726,P,0.00011912165315048414
43,V0402,2024-08-16 11:09:59.422170896,P,4.792244419048376e-05
-1,V0805,2024-08-16 11:10:40.265395000,P,0.00010718593124052143
-1,V0704,2024-08-16 11:11:17.823493000,S,0.00011162490076485496
270,V0402,2024-08-16 11:11:26.806603614,P,5.049746604988674e-05
-1,V0502,2024-08-16 11:10:08.542711000,P,0.0009512132923830794
161,V0412,2024-08-16 11:10:42.795466279,S,3.8544275762013785e-05
-1,V0109,2024-08-16 11:10:25.858426000,P,8.458092196653363e-05
207,V0502,2024-08-16 11:11:00.560033604,P,6.941812955769249e-05
172,V0807,2024-08-16 11:10:45.795104424,S,0.00012736965041792807
-1,V0305,2024-08-16 11:10:23.384097000,S,0.0004747060660114696
-1,V0703,2024-08-16 11:11:24.003904000,S,2.66122801523785e-05
-1,V0414,2024-08-16 11:09:45.506336000,S,0.00026063354295300994
91,V0508,2024-08-16 11:10:17.698082164,P,5.2208183358509595e-05
146,V0117,2024-08-16 11:10:37.649690803,P,0.00018437024970909018
139,V0408,2024-08-16 11:10:35.221120923,P,4.576128423630024e-05
259,V0307,2024-08-16 11:11:21.619154560,S,4.611898716404458e-05
-1,V0407,2024-08-16 11:10:05.562100000,S,0.0001228646661280931
-1,V0102,2024-08-16 11:10:54.060796000,S,8.715047331765489e-05
208,V0805,2024-08-16 11:11:02.563913322,P,6.299013176883302e-05
201,V0811,2024-08-16 11:10:55.975193387,P,6.317178040758248e-05
-1,V0704,2024-08-16 11:10:43.158808000,S,9.366776240033164e-05
-1,V0408,2024-08-16 11:10:10.064838000,P,0.00012577598880357687
15,V0509,2024-08-16 11:09:47.435311300,S,8.049839732924526e-05
173,V0808,2024-08-16 11:10:46.141529439,S,0.0001289603486690446
166,V0409,2024-08-16 11:10:44.896148683,P,8.298246016210306e-05
82,V0403,2024-08-16 11:10:15.274169221,S,4.436457142477841e-05
-1,V0410,2024-08-16 11:10:05.942211000,P,0.0011550293289818827
51,V0308,2024-08-16 11:10:01.808584108,P,5.889815326264687e-05
-1,V0109,2024-08-16 11:10:50.091545000,P,0.0003392911719900673
206,V0310,2024-08-16 11:10:58.436496816,S,4.066030269273784e-05
267,V0305,2024-08-16 11:11:24.550114673,P,9.116413938023793e-05
170,V0305,2024-08-16 11:10:45.391815416,P,0.0001725681064642786
63,V0303,2024-08-16 11:10:07.407620446,S,0.00010730718222017234
54,V0412,2024-08-16 11:10:02.555826905,P,8.954311601228144e-05
59,V0807,2024-08-16 11:10:04.693339224,S,0.00011629550799461231
247,V0502,2024-08-16 11:11:16.795950645,P,3.788407409162181e-05
49,V0414,2024-08-16 11:10:01.533333051,P,6.504676500176568e-05
-1,V0303,2024-08-16 11:10:07.233164000,S,7.587063519394196e-05
-1,V0505,2024-08-16 11:10:24.687854000,P,0.0004508601162367917
-1,V0417,2024-08-16 11:11:34.625888000,S,0.00017081041996650284
176,V0409,2024-08-16 11:10:47.437657217,S,0.0001583401185661369
77,V0304,2024-08-16 11:10:13.407126027,S,0.00013606354338971264
-1,V0808,2024-08-16 11:10:25.703294000,P,0.00012199668898529844
139,V0412,2024-08-16 11:10:35.221114175,P,0.00029359972529239837
175,V0303,2024-08-16 11:10:47.281407673,P,3.893338072442573e-05
-1,V0508,2024-08-16 11:10:18.857638000,P,3.7322795539443043e-05
191,V0506,2024-08-16 11:10:53.382492817,S,0.00024177145742302556
-1,V0404,2024-08-16 11:10:08.777844000,S,6.826246781954916e-05
212,V0412,2024-08-16 11:11:02.828258957,P,3.939468142537999e-05
202,V0307,2024-08-16 11:10:56.393642723,S,0.00014828526562202623
-1,V0508,2024-08-16 11:10:14.668758000,P,0.0002094827602564936
-1,V0402,2024-08-16 11:10:19.509731000,P,0.0001473158858508497
214,V0307,2024-08-16 11:11:03.316313307,S,0.00016281499334178584
59,V0309,2024-08-16 11:10:04.693324090,P,0.000124044204043708
-1,V0807,2024-08-16 11:10:25.022950000,P,0.00022418403148069706
43,V0808,2024-08-16 11:09:59.422159378,S,0.0002100533466132124
95,V0410,2024-08-16 11:10:18.789957379,P,0.0002925795305284466
34,V0309,2024-08-16 11:09:55.750353633,P,9.503678466611494e-05
-1,V0408,2024-08-16 11:11:20.846583000,P,0.00021509194330962425
-1,V0508,2024-08-16 11:09:40.070655000,S,7.013492084431314e-05
244,V0409,2024-08-16 11:11:14.272495879,S,7.992158798303974e-05
176,V0504,2024-08-16 11:10:47.437651951,P,0.0002414017117634441
67,V0408,2024-08-16 11:10:07.960897349,S,0.0001650136264610935
-1,V0102,2024-08-16 11:10:05.724437000,S,0.00019071283813225227
213,V0414,2024-08-16 11:11:03.298141307,P,0.0012447295415540464
26,V0307,2024-08-16 11:09:51.349545676,P,4.820325263322277e-05
122,V0810,2024-08-16 11:10:27.072767136,P,3.466025017874433e-05
284,V0805,2024-08-16 11:11:32.019572144,P,3.3894831913310285e-05
112,V0505,2024-08-16 11:10:24.102309829,S,0.0005828815849819363
-1,V0509,2024-08-16 11:10:24.058085000,P,0.000251643149539766
288,V0505,2024-08-16 11:11:32.967238774,S,0.0002376217429718579
190,V0809,2024-08-16 11:10:53.308188118,S,5.753404942317377e-05
-1,V0303,2024-08-16 11:10:27.980656000,P,0.0002005108615923045
140,V0417,2024-08-16 11:10:36.639854247,P,6.295404821136748e-05
68,V0808,2024-08-16 11:10:08.167436049,S,3.440206824000289e-05
91,V0414,2024-08-16 11:10:17.698094709,S,5.3544414732809626e-05
189,V0810,2024-08-16 11:10:53.024111096,S,5.417275104315877e-05
36,V0409,2024-08-16 11:09:56.307878350,S,0.00012000362508267367
182,V0702,2024-08-16 11:10:49.537315860,S,4.468706899787083e-05
-1,V0809,2024-08-16 11:10:15.658410000,P,3.635023380732799e-05
241,V0410,2024-08-16 11:11:11.329068380,S,0.0001276423910159249
147,V0504,2024-08-16 11:10:39.183643231,S,0.00046150222202066295
83,V0407,2024-08-16 11:10:15.338414402,S,0.00014253513261239205
-1,V0703,2024-08-16 11:11:10.668507000,S,0.00010324896196041117
188,V0302,2024-08-16 11:10:52.732759389,P,0.00020849553412492224
-1,V0402,2024-08-16 11:10:16.174107000,S,3.989260115305192e-05
28,V0506,2024-08-16 11:09:51.656651451,S,0.00015296029063707016
22,V0417,2024-08-16 11:09:50.484736290,P,4.979690320305668e-05
130,V0808,2024-08-16 11:10:31.390325407,S,0.00023105838801686888
150,V0702,2024-08-16 11:10:39.577186164,P,7.238403759632574e-05
-1,V0410,2024-08-16 11:09:45.579268000,S,2.3466386888982672e-05
27,V0408,2024-08-16 11:09:51.495902591,S,3.806698140097368e-05
144,V0504,2024-08-16 11:10:37.465695273,S,8.832869521932842e-05
-1,V0308,2024-08-16 11:11:26.895017000,S,5.773588547890535e-05
128,V0810,2024-08-16 11:10:30.967592406,P,3.5684911800886624e-05
129,V0407,2024-08-16 11:10:31.033912957,S,0.00017705722249314646
289,V0417,2024-08-16 11:11:33.006430333,S,9.366752207470042e-05
236,V0409,2024-08-16 11:11:10.609546591,P,9.999114162372299e-05
243,V0403,2024-08-16 11:11:14.149330853,S,4.16484017456725e-05
-1,V0504,2024-08-16 11:09:55.585783000,P,9.624735343830113e-05
-1,V0802,2024-08-16 11:09:47.195784000,S,7.441717099347684e-05
-1,V0802,2024-08-16 11:10:50.309285000,P,0.00015433103338736312
125,V0117,2024-08-16 11:10:29.927150654,S,0.00033024741959409567
-1,V0802,2024-08-16 11:10:08.719875000,P,2.1289982807667374e-05
-1,V0703,2024-08-16 11:11:27.669576000,S,1.953013279449265e-05
175,V0408,2024-08-16 11:10:47.281417591,S,0.0002551402745680335
197,V0802,2024-08-16 11:10:55.201116135,P,7.141329600043962e-05
197,V0407,2024-08-16 11:10:55.201118174,S,0.00016647302451108862
38,V0504,2024-08-16 11:09:57.807919131,S,0.0005245387518397429
289,V0811,2024-08-16 11:11:33.006423390,P,0.00012250301588026736
251,V0810,2024-08-16 11:11:19.575603309,S,3.911378624881969e-05
4,V0810,2024-08-16 11:09:41.778219197,P,0.0002842707754088102
188,V0306,2024-08-16 11:10:52.732761970,P,8.880349777880682e-05
213,V0403,2024-08-16 11:11:03.298159063,P,5.228981819975358e-05
103,V0505,2024-08-16 11:10:20.370892646,S,0.0002350256253774763
-1,V0310,2024-08-16 11:10:10.575378000,P,0.00029147197193787503
164,V0811,2024-08-16 11:10:43.959582673,P,0.0001764435010819655
190,V0807,2024-08-16 11:10:53.308186264,S,0.0002925230578551002
5,V0117,2024-08-16 11:09:42.198089531,S,0.00021682122825586938
275,V0308,2024-08-16 11:11:28.857427034,P,0.00019356828757058708
37,V0509,2024-08-16 11:09:57.041989947,S,4.344300624005391e-05
299,V0414,2024-08-16 11:11:37.584502943,S,0.00021654249266880713
285,V0410,2024-08-16 11:11:32.239190341,P,6.448857206745806e-05
112,V0506,2024-08-16 11:10:24.102313611,S,9.867568264228398e-05
273,V0305,2024-08-16 11:11:28.719923618,S,4.945951156092055e-05
113,V0302,2024-08-16 11:10:24.746797882,P,3.6667978923272636e-05
103,V0504,2024-08-16 11:10:20.370892999,P,4.651954146755413e-05
-1,V0412,2024-08-16 11:11:09.147191000,P,4.716341934010982e-05
120,V0117,2024-08-16 11:10:26.828096013,P,9.754172621487172e-05
173,V0410,2024-08-16 11:10:46.141531294,S,0.00023974234561338712
298,V0305,2024-08-16 11:11:37.376521597,P,0.00010580543884555437
103,V0417,2024-08-16 11:10:20.370902105,S,6.890691506639652e-05
210,V0808,2024-08-16 11:11:02.765155243,S,0.00014959815857585319
34,V0805,2024-08-16 11:09:55.750353167,S,0.00011951462599073677
227,V0305,2024-08-16 11:11:07.974544306,P,0.00013500104281937082
232,V0703,2024-08-16 11:11:09.473339880,P,7.045965711937984e-05
58,V0810,2024-08-16 11:10:04.344296921,S,9.326427395627183e-05
194,V0109,2024-08-16 11:10:54.563681431,P,7.561127073328988e-05
-1,V0802,2024-08-16 11:10:50.093159000,P,0.002947798796242744
264,V0811,2024-08-16 11:11:23.037847561,S,4.081839999990215e-05
-1,V0303,2024-08-16 11:10:45.479682000,P,0.0001510415837901762
99,V0812,2024-08-16 11:10:19.358660853,P,3.877020314345833e-05
-1,V0509,2024-08-16 11:10:42.630893000,S,0.00015131925426569722
124,V0807,2024-08-16 11:10:29.732376738,P,0.00012907561905512878
-1,V0702,2024-08-16 11:10:27.860513000,P,0.0001395175672960409
-1,V0704,2024-08-16 11:11:12.040046000,P,0.0001478954676874513
285,V0509,2024-08-16 11:11:32.239197217,P,8.455033709163796e-05
71,V0309,2024-08-16 11:10:08.673372539,P,0.00022736173563471876
126,V0811,2024-08-16 11:10:30.514189102,P,8.997205541151164e-05
227,V0807,2024-08-16 11:11:07.974539111,P,0.0009343799831418664
105,V0811,2024-08-16 11:10:21.173860396,S,0.0001014025167775683
108,V0810,2024-08-16 11:10:21.556542406,P,3.6096605243743607e-05
208,V0307,2024-08-16 11:11:02.563918186,P,4.3967899282985136e-05
112,V0409,2024-08-16 11:10:24.102310481,S,8.866024776440397e-05
110,V0808,2024-08-16 11:10:22.929075024,P,0.00015406913535348429
31,V0105,2024-08-16 11:09:53.774687176,S,3.287765146735752e-05
-1,V0414,2024-08-16 11:11:03.212724000,S,0.00011337579445747147
280,V0410,2024-08-16 11:11:29.871661533,P,0.00016677537754320894
164,V0504,2024-08-16 11:10:43.959581745,P,0.00010845055855002937
202,V0802,2024-08-16 11:10:56.393673030,S,3.5011001510098186e-05
-1,V0410,2024-08-16 11:10:32.765411000,S,0.00034982449255313797
157,V0410,2024-08-16 11:10:40.371177207,S,0.00021246447944606525
228,V0506,2024-08-16 11:11:08.158868638,S,0.0005731167403871364
213,V0508,2024-08-16 11:11:03.298143300,S,0.002187542419355258
99,V0505,2024-08-16 11:10:19.358653882,P,0.0008876109919802437
-1,V0302,2024-08-16 11:11:11.774225000,P,4.2349826862447656e-05
183,V0412,2024-08-16 11:10:49.783688202,S,0.0002364449644677352
-1,V0304,2024-08-16 11:10:21.566174000,P,0.00012240679572690373
167,V0809,2024-08-16 11:10:45.014305337,P,0.00012525499639206178
176,V0805,2024-08-16 11:10:47.437652252,P,7.396667017782959e-05
241,V0308,2024-08-16 11:11:11.329071022,P,3.387285017233358e-05
260,V0302,2024-08-16 11:11:21.653880610,P,0.0001599423593233498
69,V0407,2024-08-16 11:10:08.560293057,P,3.419050547912487e-05
144,V0404,2024-08-16 11:10:37.465714895,S,4.825234934092339e-05
273,V0410,2024-08-16 11:11:28.719921592,S,6.11263878806674e-05
0,V0403,2024-08-16 11:09:40.780832145,S,7.387321196872484e-05
75,V0305,2024-08-16 11:10:12.194380966,S,0.00014141731896736716
-1,V0308,2024-08-16 11:09:47.054631000,P,0.00018968989121012332
166,V0309,2024-08-16 11:10:44.896158286,P,5.3081948761038736e-05
88,V0409,2024-08-16 11:10:16.862271566,S,8.542454462820594e-05
230,V0812,2024-08-16 11:11:08.556165037,P,7.716296244206401e-05
-1,V0509,2024-08-16 11:10:42.696295000,S,0.00038601334382269936
34,V0505,2024-08-16 11:09:55.750343647,S,0.0005540033910766301
-1,V0508,2024-08-16 11:09:48.114205000,S,0.0002448177269598555
263,V0504,2024-08-16 11:11:22.567995544,P,6.495626261026374e-05
-1,V0702,2024-08-16 11:11:06.065046000,S,8.93559604620442e-05
265,V0309,2024-08-16 11:11:23.067562620,P,4.542762013088452e-05
-1,V0805,2024-08-16 11:10:44.025716000,P,0.0001393066027628455
-1,V0109,2024-08-16 11:11:18.215841000,S,7.405150775882729e-05
-1,V0509,2024-08-16 11:11:26.596119000,P,6.720758283448568e-05
-1,V0811,2024-08-16 11:10:22.445301000,S,2.274761253950636e-05
-1,V0810,2024-08-16 11:11:39.634407000,P,0.00012662832639912642
89,V0805,2024-08-16 11:10:17.137122648,S,0.0001321905583897524
-1,V0805,2024-08-16 11:11:27.241639000,P,0.00011072276035049708
66,V0402,2024-08-16 11:10:07.649032843,S,5.076832988247346e-05
193,V0409,2024-08-16 11:10:54.259064450,P,8.293879621663662e-05
-1,V0308,2024-08-16 11:11:39.548723000,S,0.0005702042852946878
99,V0306,2024-08-16 11:10:19.358662803,S,5.0425140302546984e-05
-1,V0104,2024-08-16 11:11:17.704025000,S,0.000327796233385642
177,V0104,2024-08-16 11:10:47.929207770,P,3.2600272451710416e-05
-1,V0802,2024-08-16 11:10:39.301307000,S,6.498133178367872e-05
216,V0807,2024-08-16 11:11:04.075018368,S,0.0003587586256794804
84,V0506,2024-08-16 11:10:15.441911316,S,0.0002473508759245806
36,V0506,2024-08-16 11:09:56.307874771,P,0.00014079139743131374
83,V0810,2024-08-16 11:10:15.338403651,S,0.00020449049215772797
-1,V0302,2024-08-16 11:11:13.586033000,P,0.0005128693837052208
278,V0305,2024-08-16 11:11:28.977347049,P,0.0001278326705139556
285,V0509,2024-08-16 11:11:32.239198706,S,8.455033709163796e-05
-1,V0117,2024-08-16 11:09:50.068502000,P,5.739444444896576e-05
124,V0305,2024-08-16 11:10:29.732376949,P,0.00036626959302545444
38,V0407,2024-08-16 11:09:57.807914069,P,0.0003084009014073859
173,V0302,2024-08-16 11:10:46.141539352,S,5.0873715035203375e-05
-1,V0812,2024-08-16 11:10:20.729277000,S,0.00047867672554041636
-1,V0807,2024-08-16 11:09:43.660151000,S,8.891353980797112e-05
224,V0811,2024-08-16 11:11:06.746847866,P,9.958031716289197e-05
-1,V0805,2024-08-16 11:10:58.737949000,P,2.6887735701627205e-05
125,V0403,2024-08-16 11:10:29.927171382,S,5.048212203551824e-05
20,V0410,2024-08-16 11:09:50.058090702,P,0.000183550334147702
-1,V0412,2024-08-16 11:10:04.178914000,S,2.2662136147605255e-05
118,V0510,2024-08-16 11:10:25.469692794,P,4.42848562164918e-05
55,V0508,2024-08-16 11:10:02.785174022,S,0.0004147580040908224
261,V0807,2024-08-16 11:11:21.728995369,P,0.0001354704418237758
112,V0809,2024-08-16 11:10:24.102304500,P,0.0005685827481362979
31,V0109,2024-08-16 11:09:53.774660359,S,7.284248939221424e-05
152,V0702,2024-08-16 11:10:39.641137239,P,5.0869672369542e-05
-1,V0409,2024-08-16 11:11:14.325099000,P,2.395791794898931e-05
110,V0508,2024-08-16 11:10:22.929077105,P,0.00015084255579228108
280,V0302,2024-08-16 11:11:29.871672001,S,4.262455413166615e-05
19,V0414,2024-08-16 11:09:49.678838698,S,0.00010079523923006897
195,V0117,2024-08-16 11:10:54.568788003,S,0.0003845886921503116
113,V0309,2024-08-16 11:10:24.746810636,P,3.599898471520909e-05
254,V0506,2024-08-16 11:11:20.544955705,S,0.00014230301708597847
95,V0407,2024-08-16 11:10:18.789962539,P,9.605116537190746e-05
183,V0305,2024-08-16 11:10:49.783694227,S,3.465946845173261e-05
251,V0408,2024-08-16 11:11:19.575607430,S,4.1149268867724344e-05
232,V0808,2024-08-16 11:11:09.473329692,S,0.0006315476565409103
